SourceName,DatasetName,Description,layerName,layerParameter,Statistic,Levels,inputFile,outputFile,outputFileName,variableOfInterest,OrigLocation,MetadataLocation,StartDate,EndDate,DatabaseStore,Units,Blank
NOAA,NOAA|GPCP V2.3 Precipitation|Single Level|Monthly Mean (Surface),Global Precipitation Climatology Project monthly precipitation dataset from 1979-present combines observations and satellite precipitation data into 2.5x2.5 global grids. Monthly Mean,GPCP V2.3 Precipitation|Single Level,Precipitation,Monthly Mean,Surface,gpcp/precip.mon.mean.nc,gpcp/precip.mon.mean.csv,precip.mon.mean.csv,precip,ftp://ftp.cdc.noaa.gov/Datasets/gpcp/precip.mon.mean.nc,,1979-01-01,2017-03-01,mrsharky_noaaGpcp_precip_mon_mean,mm,
NOAA,NOAA|GPCP V2.3 Precipitation|Single Level|Monthly Error Estimate (Surface),Global Precipitation Climatology Project monthly precipitation dataset from 1979-present combines observations and satellite precipitation data into 2.5x2.5 global grids. Monthly Error Estimate,GPCP V2.3 Precipitation|Single Level,Precipitation,Monthly Error Estimate,Surface,gpcp/precip.mon.mean.error.nc,gpcp/precip.mon.mean.error.csv,precip.mon.mean.error.csv,precip,ftp://ftp.cdc.noaa.gov/Datasets/gpcp/precip.mon.mean.error.nc,,1979-01-01,2017-03-01,mrsharky_noaaGpcp_precip_mon_mean_error,mm,
NOAA,NOAA|GPCP V2.3 Precipitation|Single Level|Monthly Long Term Mean (Surface),Global Precipitation Climatology Project monthly precipitation dataset from 1979-present combines observations and satellite precipitation data into 2.5x2.5 global grids. Monthly Long Term Mean (1981-2010),GPCP V2.3 Precipitation|Single Level,Precipitation,Monthly Long Term Mean,Surface,gpcp/precip.mon.ltm.nc,gpcp/precip.mon.ltm.csv,precip.mon.ltm.csv,precip,ftp://ftp.cdc.noaa.gov/Datasets/gpcp/precip.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaaGpcp_precip_mon_mean_ltm,mm,
NOAA,NOAA|GPCP V2.3 Precipitation|Single Level|Monthly Error Estimate Long Term Mean (Surface),Global Precipitation Climatology Project monthly precipitation dataset from 1979-present combines observations and satellite precipitation data into 2.5x2.5 global grids. Monthly Error Estimate Long Time Mean (1981-2010),GPCP V2.3 Precipitation|Single Level,Precipitation,Monthly Error Estimate Long Term Mean,Surface,gpcp/precip.mon.error.ltm.nc,gpcp/precip.mon.error.ltm.csv,precip.mon.error.ltm.csv,precip,ftp://ftp.cdc.noaa.gov/Datasets/gpcp/precip.mon.error.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaaGpcp_precip_mon_mean_error_ltm,mm,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature,Air Temperature,Monthly Mean,1000-10mb,Monthlies/pressure/air.mon.mean.nc,Monthlies/pressure/air.mon.mean.csv,air.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/air.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_air_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature,Air Temperature,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/air.mon.ltm.nc,Derived/Monthlies/pressure/air.mon.ltm.csv,air.mon.ltm.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/air.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_air_mon_ltm,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature,Air Temperature,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/air.mon.mean.nc,Monthlies/pressure_sprd/air.mon.mean.csv,air.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/air.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_air_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Air Temperature,Air Temperature,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/air.mon.ltm.nc,Derived/Monthlies/pressure_sprd/air.mon.ltm.csv,air.mon.ltm.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/air.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_air_mon_ltm,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height,Geopotential Height,Monthly Mean,1000-10mb,Monthlies/pressure/hgt.mon.mean.nc,Monthlies/pressure/hgt.mon.mean.csv,hgt.mon.mean.csv,hgt,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/hgt.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_hgt_mon_mean,m,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height,Geopotential Height,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/hgt.mon.ltm.nc,Derived/Monthlies/pressure/hgt.mon.ltm.csv,hgt.mon.ltm.csv,hgt,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/hgt.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_hgt_mon_ltm,m,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height,Geopotential Height,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/hgt.mon.mean.nc,Monthlies/pressure_sprd/hgt.mon.mean.csv,hgt.mon.mean.csv,hgt,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/hgt.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_hgt_mon_mean,m,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Geopotential Height,Geopotential Height,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/hgt.mon.ltm.nc,Derived/Monthlies/pressure_sprd/hgt.mon.ltm.csv,hgt.mon.ltm.csv,hgt,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/hgt.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_hgt_mon_ltm,m,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega,Omega,Monthly Mean,1000-10mb,Monthlies/pressure/omega.mon.mean.nc,Monthlies/pressure/omega.mon.mean.csv,omega.mon.mean.csv,omega,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/omega.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_omega_mon_mean,Pascal/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega,Omega,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/omega.mon.ltm.nc,Derived/Monthlies/pressure/omega.mon.ltm.csv,omega.mon.ltm.csv,omega,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/omega.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_omega_mon_ltm,Pascal/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega,Omega,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/omega.mon.mean.nc,Monthlies/pressure_sprd/omega.mon.mean.csv,omega.mon.mean.csv,omega,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/omega.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_omega_mon_mean,Pascal/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Omega,Omega,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/omega.mon.ltm.nc,Derived/Monthlies/pressure_sprd/omega.mon.ltm.csv,omega.mon.ltm.csv,omega,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/omega.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_omega_mon_ltm,Pascal/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity,Relative Humidity,Monthly Mean,1000-10mb,Monthlies/pressure/rhum.mon.mean.nc,Monthlies/pressure/rhum.mon.mean.csv,rhum.mon.mean.csv,rhum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/rhum.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_rhum_mon_mean,%,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity,Relative Humidity,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/rhum.mon.ltm.nc,Derived/Monthlies/pressure/rhum.mon.ltm.csv,rhum.mon.ltm.csv,rhum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/rhum.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_rhum_mon_ltm,%,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity,Relative Humidity,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/rhum.mon.mean.nc,Monthlies/pressure_sprd/rhum.mon.mean.csv,rhum.mon.mean.csv,rhum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/rhum.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_rhum_mon_mean,%,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Relative Humidity,Relative Humidity,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/rhum.mon.ltm.nc,Derived/Monthlies/pressure_sprd/rhum.mon.ltm.csv,rhum.mon.ltm.csv,rhum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/rhum.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_rhum_mon_ltm,%,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity,Specific Humidity,Monthly Mean,1000-10mb,Monthlies/pressure/shum.mon.mean.nc,Monthlies/pressure/shum.mon.mean.csv,shum.mon.mean.csv,shum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/shum.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_shum_mon_mean,kg/kg,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity,Specific Humidity,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/shum.mon.ltm.nc,Derived/Monthlies/pressure/shum.mon.ltm.csv,shum.mon.ltm.csv,shum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/shum.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_shum_mon_ltm,kg/kg,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity,Specific Humidity,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/shum.mon.mean.nc,Monthlies/pressure_sprd/shum.mon.mean.csv,shum.mon.mean.csv,shum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/shum.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_shum_mon_mean,kg/kg,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Specific Humidity,Specific Humidity,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/shum.mon.ltm.nc,Derived/Monthlies/pressure_sprd/shum.mon.ltm.csv,shum.mon.ltm.csv,shum,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/shum.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_shum_mon_ltm,kg/kg,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind,Zonal Wind,Monthly Mean,1000-10mb,Monthlies/pressure/uwnd.mon.mean.nc,Monthlies/pressure/uwnd.mon.mean.csv,uwnd.mon.mean.csv,uwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/uwnd.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_uwnd_mon_mean,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind,Zonal Wind,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/uwnd.mon.ltm.nc,Derived/Monthlies/pressure/uwnd.mon.ltm.csv,uwnd.mon.ltm.csv,uwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/uwnd.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_uwnd_mon_ltm,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind,Zonal Wind,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/uwnd.mon.mean.nc,Monthlies/pressure_sprd/uwnd.mon.mean.csv,uwnd.mon.mean.csv,uwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/uwnd.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_uwnd_mon_mean,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Zonal Wind,Zonal Wind,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/uwnd.mon.ltm.nc,Derived/Monthlies/pressure_sprd/uwnd.mon.ltm.csv,uwnd.mon.ltm.csv,uwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/uwnd.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_uwnd_mon_ltm,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind|Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind,Meridional Wind,Monthly Mean,1000-10mb,Monthlies/pressure/vwnd.mon.mean.nc,Monthlies/pressure/vwnd.mon.mean.csv,vwnd.mon.mean.csv,vwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure/vwnd.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_vwnd_mon_mean,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind|Long Term Monthly Mean (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind,Meridional Wind,Long Term Monthly Mean,1000-10mb,Derived/Monthlies/pressure/vwnd.mon.ltm.nc,Derived/Monthlies/pressure/vwnd.mon.ltm.csv,vwnd.mon.ltm.csv,vwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure/vwnd.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_vwnd_mon_ltm,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind|Monthly Mean Ensemble Spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind,Meridional Wind,Monthly Mean Ensemble Spread,1000-10mb,Monthlies/pressure_sprd/vwnd.mon.mean.nc,Monthlies/pressure_sprd/vwnd.mon.mean.csv,vwnd.mon.mean.csv,vwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/pressure_sprd/vwnd.mon.mean.nc,,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_press_sprd_vwnd_mon_mean,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind|Long Term Monthly Mean Ensemble spread (1000-10mb),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Pressure Level|Non-Gaussian|Meridional Wind,Meridional Wind,Long Term Monthly Mean Ensemble spread,1000-10mb,Derived/Monthlies/pressure_sprd/vwnd.mon.ltm.nc,Derived/Monthlies/pressure_sprd/vwnd.mon.ltm.csv,vwnd.mon.ltm.csv,vwnd,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/pressure_sprd/vwnd.mon.ltm.nc,,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_press_sprd_vwnd_mon_ltm,m/s,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Means (sigma level 0.995),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Means,sigma level 0.995,Monthlies/monolevel/air.sig995.mon.mean.nc,Monthlies/monolevel/air.sig995.mon.mean.csv,air.sig995.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/monolevel/air.sig995.mon.mean.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Monthlies/monolevel/air.sig995.mon.mean.nc.html,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_mono_air_sig995_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Long Term Means (sigma level 0.995),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Long Term Means,sigma level 0.995,Derived/Monthlies/monolevel/air.sig995.mon.ltm.nc,Derived/Monthlies/monolevel/air.sig995.mon.ltm.csv,air.sig995.mon.ltm.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/monolevel/air.sig995.mon.ltm.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Derived/Monthlies/monolevel/air.sig995.mon.ltm.nc.html,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_mono_air_sig995_mon_ltm,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Ensemble Spreads (sigma level 0.995),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Ensemble Spreads,sigma level 0.995,Monthlies/monolevel_sprd/air.sig995.mon.mean.nc,Monthlies/monolevel_sprd/air.sig995.mon.mean.csv,air.sig995.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/monolevel_sprd/air.sig995.mon.mean.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Monthlies/monolevel_sprd/air.sig995.mon.mean.nc.html,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_mono_sprd_air_sig995_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Means (Tropopause),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Means,Tropopause,Monthlies/monolevel/air.tropo.mon.mean.nc,Monthlies/monolevel/air.tropo.mon.mean.csv,air.tropo.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/monolevel/air.tropo.mon.mean.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Monthlies/monolevel/air.tropo.mon.mean.nc.html,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_mono_air_tropo_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Long Term Means (Tropopause),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Long Term Means,Tropopause,Derived/Monthlies/monolevel/air.tropo.mon.ltm.nc,Derived/Monthlies/monolevel/air.tropo.mon.ltm.csv,air.tropo.mon.ltm.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Derived/Monthlies/monolevel/air.tropo.mon.ltm.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Derived/Monthlies/monolevel/air.tropo.mon.ltm.nc.html,0001-01-01,0001-12-01,mrsharky_noaa20v2c_Der_Mon_mono_air_tropo_mon_ltm,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature|Monthly Ensemble Spreads (Tropopause),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Air temperature,Air temperature,Monthly Ensemble Spreads,Tropopause,Monthlies/monolevel_sprd/air.tropo.mon.mean.nc,Monthlies/monolevel_sprd/air.tropo.mon.mean.csv,air.tropo.mon.mean.csv,air,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/monolevel_sprd/air.tropo.mon.mean.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Monthlies/monolevel_sprd/air.tropo.mon.mean.nc.html,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_mono_sprd_air_tropo_mon_mean,degK,
NOAA,NOAA|NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Convective available potential energy|Monthly Means (Surface),,NOAA-CIRES Twentieth Century Reanalysis (V2c)|Single Level|Non-Gaussian|Convective available potential energy,Convective available potential energy,Monthly Means,Surface,Monthlies/monolevel/cape.mon.mean.nc,Monthlies/monolevel/cape.mon.mean.csv,cape.mon.mean.csv,cape,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2c/Monthlies/monolevel/cape.mon.mean.nc,http://www.esrl.noaa.gov/psd/thredds/dodsC/Datasets/20thC_ReanV2c/Monthlies/monolevel/cape.mon.mean.nc.html,1851-01-01,2014-12-01,mrsharky_noaa20v2c_Mon_mono_cape_mon_mean,J/kg,
